expense_id,expense_date,cardholder_id,cardholder_name,card_program,card_last4,category,merchant,amount,client_count_at_time
EXP_0000803,2025-04-12,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Microsoft,415.74,126
EXP_0001726,2025-11-12,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,592.07,182
EXP_0001503,2025-09-25,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,377.27,171
EXP_0000820,2025-04-18,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,289.13,128
EXP_0000830,2025-04-21,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,253.35,128
EXP_0001625,2025-10-22,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,237.46,177
EXP_0001894,2025-12-13,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Microsoft,436.4875465524389,187
EXP_0000917,2025-05-15,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,417.45,135
EXP_0002108,2026-01-25,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,440.84,198
EXP_0002085,2026-01-22,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,225.58,198
EXP_0000839,2025-04-23,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,438.48,128
EXP_0001912,2025-12-15,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,540.23,187
EXP_0000436,2024-12-04,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,215.2,85
EXP_0001024,2025-06-14,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,590.66,144
EXP_0000677,2025-03-04,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,484.74,110
EXP_0002135,2026-01-29,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,710.44,200
EXP_0000103,2024-05-20,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,1013.79,29
EXP_0000462,2024-12-14,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,214.51,90
EXP_0001908,2025-12-14,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,875.49,187
EXP_0001764,2025-11-18,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,FedEx,349.68,183
EXP_0001555,2025-10-06,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,242.91,172
EXP_0000158,2024-07-02,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,100.89,39
EXP_0000663,2025-02-27,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,467.69,107
EXP_0001922,2025-12-17,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,453.03,187
EXP_0001275,2025-08-09,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,63.05,154
EXP_0001663,2025-10-29,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,659.87,178
EXP_0001382,2025-08-30,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Zoom,545.21,163
EXP_0000621,2025-02-12,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,869.38,106
EXP_0002002,2026-01-05,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,57.21,194
EXP_0002061,2026-01-18,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,344.97,198
EXP_0001993,2026-01-02,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,514.89,193
EXP_0001633,2025-10-24,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,451.02,177
EXP_0000101,2024-05-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,1199.11,26
EXP_0000316,2024-10-07,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,387.05,65
EXP_0001555,2025-10-06,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,244.12335656586157,172
EXP_0001464,2025-09-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,728.25,166
EXP_0001507,2025-09-25,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,173.64,171
EXP_0000528,2025-01-12,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Shell,71.35,99
EXP_0001326,2025-08-20,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,790.49,158
EXP_0000262,2024-09-13,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,366.86,58
EXP_0001299,2025-08-13,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,479.74,157
EXP_0001356,2025-08-25,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,74.73,161
EXP_0001733,2025-11-14,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,394.52,182
EXP_0000679,2025-03-05,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Shell,234.38,111
EXP_0000180,2024-07-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,85.96,43
EXP_0000863,2025-04-30,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Nobu,406.57,130
EXP_0001100,2025-06-30,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,333.73,146
EXP_0000747,2025-03-26,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,239.68,117
EXP_0000762,2025-04-01,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,482.97,123
EXP_0000481,2024-12-21,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,98.75,91
EXP_0001471,2025-09-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,673.27,168
EXP_0002070,2026-01-19,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,243.5734808937222,198
EXP_0000778,2025-04-06,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,853.38,125
EXP_0000939,2025-05-22,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,196.74,139
EXP_0000420,2024-11-27,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,59.7,84
EXP_0001910,2025-12-15,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,274.57,187
EXP_0000784,2025-04-07,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,189.51,125
EXP_0001642,2025-10-25,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,533.58,178
EXP_0001576,2025-10-13,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,145.84,173
EXP_0002121,2026-01-27,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Zoom,632.02,199
EXP_0002025,2026-01-09,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,379.87,195
EXP_0000248,2024-09-06,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,129.06,54
EXP_0001703,2025-11-07,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,293.51,181
EXP_0001761,2025-11-18,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,457.89,183
EXP_0000348,2024-10-23,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,1081.67,70
EXP_0001058,2025-06-22,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,767.27,146
EXP_0002122,2026-01-27,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,239.7,199
EXP_0001420,2025-09-08,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,345.63,165
EXP_0001077,2025-06-25,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,364.1849962696869,146
EXP_0000943,2025-05-24,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,1127.63,139
EXP_0001508,2025-09-26,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Starbucks,410.43,171
EXP_0000446,2024-12-10,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,376.3,89
EXP_0001682,2025-11-04,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,501.55,180
EXP_0000824,2025-04-19,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Chevron,277.25,128
EXP_0000450,2024-12-10,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,432.1859020032538,89
EXP_0001226,2025-07-28,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,619.18,151
EXP_0001290,2025-08-11,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,121.19,156
EXP_0000859,2025-04-29,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,95.62,130
EXP_0001532,2025-10-01,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,729.3386156026178,172
EXP_0001638,2025-10-25,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,202.79,178
EXP_0001006,2025-06-10,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,682.57,144
EXP_0001033,2025-06-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,956.22,146
EXP_0001385,2025-09-01,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,620.2,163
EXP_0000354,2024-10-25,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,294.43,70
EXP_0000209,2024-08-09,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,436.55,51
EXP_0000188,2024-07-22,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,552.7803960844316,45
EXP_0000950,2025-05-26,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,478.55,140
EXP_0000934,2025-05-21,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,273.50871950610826,139
EXP_0001243,2025-08-01,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,426.61,152
EXP_0000058,2024-03-31,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,188.02,12
EXP_0000261,2024-09-13,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,442.0098755809372,58
EXP_0002047,2026-01-15,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,81.15,197
EXP_0001114,2025-07-03,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,383.41,146
EXP_0000230,2024-08-24,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,1070.89,52
EXP_0000682,2025-03-07,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,278.04,111
EXP_0000600,2025-02-05,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,550.87,104
EXP_0001918,2025-12-16,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,209.65,187
EXP_0000788,2025-04-09,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,127.35,125
EXP_0001252,2025-08-03,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,226.35,153
EXP_0001054,2025-06-21,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,145.58,146
EXP_0001921,2025-12-17,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,526.11,187
EXP_0000070,2024-04-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,1149.81,18
EXP_0001988,2026-01-01,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,825.91,192
EXP_0001329,2025-08-21,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,47.500987496576066,159
EXP_0000878,2025-05-05,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,309.39052981121057,133
EXP_0001984,2025-12-31,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,601.52,192
EXP_0000656,2025-02-24,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,393.44,107
EXP_0001487,2025-09-23,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,160.06,169
EXP_0000357,2024-10-28,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,151.2,70
EXP_0001816,2025-11-29,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,341.33762492432953,186
EXP_0000765,2025-04-02,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,36.58,123
EXP_0000618,2025-02-11,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,84.72,106
EXP_0001778,2025-11-22,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,225.17,186
EXP_0001691,2025-11-05,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,947.03,181
EXP_0000280,2024-09-20,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,357.62,59
EXP_0000651,2025-02-22,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Starbucks,96.77,107
EXP_0000732,2025-03-23,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,763.5799053606102,116
EXP_0001360,2025-08-25,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,242.45,161
EXP_0002011,2026-01-06,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,236.1,194
EXP_0000650,2025-02-20,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,212.51,107
EXP_0000526,2025-01-12,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,246.44,99
EXP_0000003,2024-02-08,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,250.16586013247152,1
EXP_0000441,2024-12-07,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,726.45,87
EXP_0000509,2025-01-03,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,870.57,96
EXP_0000077,2024-04-20,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,563.68,19
EXP_0001570,2025-10-11,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,357.23,173
EXP_0000523,2025-01-10,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,FedEx,196.26,98
EXP_0001229,2025-07-29,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,224.07,151
EXP_0001962,2025-12-27,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,163.11,192
EXP_0001940,2025-12-23,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,360.57,191
EXP_0001270,2025-08-08,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,214.96,154
EXP_0001766,2025-11-18,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,120.25,183
EXP_0000027,2024-02-28,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,108.02,4
EXP_0000483,2024-12-22,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,574.73,91
EXP_0001591,2025-10-16,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Staples Center,659.51,174
EXP_0001003,2025-06-10,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,158.78924285155273,144
EXP_0001035,2025-06-17,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,125.48,146
EXP_0000439,2024-12-06,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Lyft,363.12,85
EXP_0001272,2025-08-08,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,354.89,154
EXP_0000635,2025-02-17,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,732.2336730187283,107
EXP_0000167,2024-07-08,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,295.93,41
EXP_0000060,2024-04-05,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Best Buy,326.98,15
EXP_0000612,2025-02-08,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,321.03,106
EXP_0000531,2025-01-13,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,1018.12,99
EXP_0000050,2024-03-19,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Zoom,76.65,8
EXP_0001223,2025-07-28,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,1091.54,151
EXP_0001111,2025-07-02,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,587.43,146
EXP_0000802,2025-04-12,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,1112.88,126
EXP_0000049,2024-03-18,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,490.47,7
EXP_0001557,2025-10-07,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,388.59,173
EXP_0001141,2025-07-08,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,1005.47,149
EXP_0001533,2025-10-01,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,203.42,172
EXP_0001850,2025-12-04,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,570.52,186
EXP_0001371,2025-08-27,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,FedEx,399.39,161
EXP_0000026,2024-02-27,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,293.91,4
EXP_0000745,2025-03-26,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,323.34,117
EXP_0001906,2025-12-14,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,110.13,187
EXP_0001874,2025-12-09,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,101.77,186
EXP_0000671,2025-03-02,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,DocuSign,769.89,110
EXP_0001848,2025-12-04,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,270.8,186
EXP_0000362,2024-10-31,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,278.77,71
EXP_0001274,2025-08-08,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,435.15,154
EXP_0001376,2025-08-28,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Chevron,96.32,162
EXP_0002109,2026-01-25,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Apple,428.35,198
EXP_0001522,2025-09-28,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,AWS,422.64,171
EXP_0001310,2025-08-15,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,599.5,157
EXP_0001636,2025-10-24,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,351.53,177
EXP_0000890,2025-05-09,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,107.39,134
EXP_0000943,2025-05-24,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Nobu,1127.63,139
EXP_0000241,2024-09-02,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,783.62,54
EXP_0001736,2025-11-14,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Slack,173.98,182
EXP_0000583,2025-01-30,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,32.78,104
EXP_0000859,2025-04-29,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,FedEx,95.62,130
EXP_0000954,2025-05-27,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,150.49,141
EXP_0001880,2025-12-10,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,262.97,186
EXP_0001377,2025-08-28,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,318.09,162
EXP_0000351,2024-10-24,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,131.98,70
EXP_0000351,2024-10-24,CH_0001,Antoine,Visa Business,1842,Gas & Travel,United,129.63022779543408,70
EXP_0001860,2025-12-06,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,287.09,186
EXP_0000193,2024-07-26,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Starbucks,380.19378026146546,47
EXP_0001557,2025-10-07,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,388.59,173
EXP_0001650,2025-10-27,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,281.5437073561535,178
EXP_0000728,2025-03-21,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,369.26,116
EXP_0001476,2025-09-20,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,FedEx,318.09,168
EXP_0001024,2025-06-14,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,590.66,144
EXP_0000658,2025-02-25,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,911.61,107
EXP_0001884,2025-12-12,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,80.76,187
EXP_0001648,2025-10-27,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,87.0,178
EXP_0000882,2025-05-05,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,DocuSign,212.85,133
EXP_0001296,2025-08-12,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,222.91,157
EXP_0000810,2025-04-14,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,602.29,127
EXP_0001337,2025-08-22,CH_0002,Jeff,Visa Business,7735,Software & Subscriptions,Microsoft,498.09,159
EXP_0000539,2025-01-17,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Topgolf,944.96,101
EXP_0001081,2025-06-26,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,347.51,146
EXP_0001378,2025-08-29,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,60.21,163
EXP_0001030,2025-06-16,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,69.98,145
EXP_0000822,2025-04-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,793.8,128
EXP_0000014,2024-02-17,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Shell,124.9,2
EXP_0000373,2024-11-05,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Microsoft,234.7245156221146,76
EXP_0001264,2025-08-07,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,247.89,153
EXP_0000284,2024-09-23,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,103.13929098780298,60
EXP_0001266,2025-08-07,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,345.52,153
EXP_0000124,2024-06-07,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,317.5,33
EXP_0002046,2026-01-14,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,271.34,197
EXP_0000782,2025-04-07,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,383.4,125
EXP_0000619,2025-02-12,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Staples Center,1137.85,106
EXP_0000407,2024-11-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,86.69,82
EXP_0001074,2025-06-25,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Pebble Beach,925.51,146
EXP_0001730,2025-11-13,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,UPS,182.76912479007686,182
EXP_0000928,2025-05-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,363.47,137
EXP_0000498,2024-12-28,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,126.95,96
EXP_0001858,2025-12-06,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Delta,315.31,186
EXP_0000343,2024-10-21,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,606.24,70
EXP_0002052,2026-01-15,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,119.35,197
EXP_0000300,2024-09-29,CH_0001,Antoine,Visa Business,1842,Gas & Travel,Uber,393.88,63
EXP_0001422,2025-09-08,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,76.24,165
EXP_0000749,2025-03-26,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Staples,158.76,117
EXP_0002128,2026-01-28,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,355.07,199
EXP_0000931,2025-05-20,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,131.83,138
EXP_0001768,2025-11-19,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,533.89,185
EXP_0001390,2025-09-02,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Starbucks,1178.69,164
EXP_0000221,2024-08-17,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,118.92,51
EXP_0001341,2025-08-23,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,388.42,159
EXP_0001331,2025-08-22,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Shell,394.05,159
EXP_0000450,2024-12-10,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Staples,427.71,89
EXP_0001208,2025-07-25,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,Best Buy,475.93,151
EXP_0000085,2024-04-27,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Delta,41.76,21
EXP_0001230,2025-07-29,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,AWS,567.52,151
EXP_0000622,2025-02-13,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,769.61,107
EXP_0000267,2024-09-16,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,83.63,58
EXP_0000730,2025-03-22,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,177.47,116
EXP_0000291,2024-09-26,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,48.61,60
EXP_0001559,2025-10-07,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Zoom,591.66,173
EXP_0000832,2025-04-21,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Topgolf,504.69,128
EXP_0000417,2024-11-26,CH_0002,Jeff,Visa Business,7735,Other Business Expenses,UPS,349.37,84
EXP_0000473,2024-12-17,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,40.18,91
EXP_0001628,2025-10-23,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,232.67,177
EXP_0001968,2025-12-28,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Ruths Chris,348.68,192
EXP_0001673,2025-11-01,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Uber,85.97,180
EXP_0000419,2024-11-26,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,66.73393883870608,84
EXP_0001390,2025-09-02,CH_0001,Antoine,Visa Business,1842,Client Hosting & Entertainment,Starbucks,1183.1012986885223,164
EXP_0000655,2025-02-24,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,Salesforce,352.56,107
EXP_0001785,2025-11-23,CH_0001,Antoine,Visa Business,1842,Other Business Expenses,Apple,70.74,186
EXP_0001069,2025-06-24,CH_0002,Jeff,Visa Business,7735,Gas & Travel,United,42.46,146
EXP_0000344,2024-10-21,CH_0002,Jeff,Visa Business,7735,Client Hosting & Entertainment,Pebble Beach,600.48,70
EXP_0000284,2024-09-23,CH_0001,Antoine,Visa Business,1842,Software & Subscriptions,DocuSign,94.28899099837687,60
EXP_0001733,2025-11-14,CH_0002,Jeff,Visa Business,7735,Gas & Travel,Lyft,394.59067817333954,182
